"Q3";"Q9";"Q16_Part_1";"Q16_Part_2"
"United States of America";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"United States of America";"100-125,000";"Python";""
"United States of America";"";"Python";"R"
"Portugal";"10-20,000";"";""
"United States of America";"150-200,000";"Python";""
"Thailand";"10-20,000";"";""
"United States of America";"70-80,000";"Python";""
"United States of America";"125-150,000";"Python";"R"
"United States of America";"100-125,000";"Python";""
"Brazil";"10-20,000";"";""
"India";"30-40,000";"";""
"United States of America";"100-125,000";"Python";""
"United States of America";"125-150,000";"Python";""
"United States of America";"10-20,000";"Python";""
"United Kingdom of Great Britain and Northern Ireland";"80-90,000";"Python";"R"
"New Zealand";"I do not wish to disclose my approximate yearly compensation";"Python";""
"United States of America";"125-150,000";"Python";""
"Singapore";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Norway";"50-60,000";"Python";""
"United States of America";"70-80,000";"Python";""
"Spain";"20-30,000";"Python";"R"
"United States of America";"0-10,000";"Python";""
"United States of America";"100-125,000";"Python";"R"
"United States of America";"125-150,000";"Python";""
"Colombia";"50-60,000";"Python";""
"United States of America";"125-150,000";"";""
"United States of America";"90-100,000";"";""
"United States of America";"60-70,000";"Python";""
"New Zealand";"0-10,000";"";""
"United States of America";"";"Python";""
"United States of America";"200-250,000";"Python";"R"
"United States of America";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"United States of America";"125-150,000";"Python";""
"United States of America";"60-70,000";"Python";""
"United States of America";"I do not wish to disclose my approximate yearly compensation";"Python";""
"United States of America";"40-50,000";"";"R"
"I do not wish to disclose my location";"I do not wish to disclose my approximate yearly compensation";"Python";""
"United States of America";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Indonesia";"60-70,000";"";""
"United States of America";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Australia";"150-200,000";"Python";"R"
"United States of America";"";"";"R"
"United States of America";"100-125,000";"Python";"R"
"United States of America";"100-125,000";"Python";"R"
"Russia";"10-20,000";"Python";"R"
"United States of America";"200-250,000";"Python";"R"
"United States of America";"10-20,000";"Python";"R"
"United States of America";"60-70,000";"Python";"R"
"Tunisia";"";"Python";""
"Other";"0-10,000";"Python";""
"United States of America";"20-30,000";"Python";"R"
"Nigeria";"0-10,000";"Python";""
"United States of America";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Thailand";"I do not wish to disclose my approximate yearly compensation";"Python";""
"United States of America";"I do not wish to disclose my approximate yearly compensation";"Python";""
"United States of America";"10-20,000";"Python";"R"
"United States of America";"0-10,000";"";"R"
"Australia";"125-150,000";"Python";""
"United States of America";"30-40,000";"Python";"R"
"Japan";"100-125,000";"Python";"R"
"United States of America";"20-30,000";"Python";""
"Japan";"80-90,000";"Python";""
"Canada";"10-20,000";"Python";""
"United States of America";"60-70,000";"";"R"
"Spain";"";"";""
"United States of America";"I do not wish to disclose my approximate yearly compensation";"";""
"Australia";"10-20,000";"Python";""
"China";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Canada";"50-60,000";"Python";""
"United States of America";"125-150,000";"Python";""
"Brazil";"10-20,000";"Python";""
"Russia";"40-50,000";"Python";""
"Other";"40-50,000";"Python";""
"Russia";"0-10,000";"Python";""
"Canada";"";"Python";""
"Russia";"0-10,000";"Python";""
"Japan";"70-80,000";"Python";"R"
"United States of America";"300-400,000";"";"R"
"United States of America";"10-20,000";"Python";"R"
"United Kingdom of Great Britain and Northern Ireland";"60-70,000";"Python";""
"I do not wish to disclose my location";"";"Python";""
"United States of America";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Brazil";"10-20,000";"Python";""
"United States of America";"100-125,000";"Python";"R"
"Other";"0-10,000";"Python";"R"
"Peru";"30-40,000";"Python";"R"
"Argentina";"10-20,000";"Python";""
"Brazil";"0-10,000";"";"R"
"Russia";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Singapore";"I do not wish to disclose my approximate yearly compensation";"";"R"
"Nigeria";"0-10,000";"Python";""
"Ukraine";"10-20,000";"Python";""
"Bangladesh";"0-10,000";"";""
"United States of America";"500,000+";"Python";"R"
"Canada";"30-40,000";"";""
"Brazil";"20-30,000";"Python";""
"United States of America";"100-125,000";"";"R"
"France";"50-60,000";"Python";""
"South Korea";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Argentina";"30-40,000";"Python";""
"United States of America";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Japan";"20-30,000";"Python";"R"
"United States of America";"50-60,000";"Python";""
"United Kingdom of Great Britain and Northern Ireland";"40-50,000";"Python";""
"United Kingdom of Great Britain and Northern Ireland";"10-20,000";"Python";"R"
"United States of America";"100-125,000";"Python";""
"Mexico";"20-30,000";"";"R"
"Germany";"80-90,000";"Python";""
"Canada";"125-150,000";"Python";""
"United States of America";"90-100,000";"";"R"
"United States of America";"90-100,000";"Python";"R"
"United Kingdom of Great Britain and Northern Ireland";"80-90,000";"Python";"R"
"United States of America";"150-200,000";"Python";""
"Japan";"50-60,000";"Python";"R"
"United States of America";"20-30,000";"";""
"United States of America";"80-90,000";"Python";""
"United States of America";"150-200,000";"Python";""
"Brazil";"0-10,000";"";"R"
"New Zealand";"70-80,000";"Python";""
"United States of America";"";"Python";""
"Other";"10-20,000";"Python";"R"
"New Zealand";"50-60,000";"";"R"
"Canada";"0-10,000";"Python";""
"Republic of Korea";"500,000+";"Python";"R"
"Canada";"";"Python";""
"Indonesia";"0-10,000";"";""
"Peru";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Australia";"I do not wish to disclose my approximate yearly compensation";"";""
"United States of America";"125-150,000";"Python";"R"
"United Kingdom of Great Britain and Northern Ireland";"50-60,000";"Python";""
"United States of America";"";"Python";""
"Japan";"70-80,000";"";"R"
"Switzerland";"";"Python";""
"United States of America";"10-20,000";"Python";""
"Chile";"20-30,000";"";"R"
"United Kingdom of Great Britain and Northern Ireland";"90-100,000";"Python";""
"United States of America";"I do not wish to disclose my approximate yearly compensation";"";"R"
"Spain";"10-20,000";"Python";"R"
"Japan";"0-10,000";"Python";"R"
"Mexico";"10-20,000";"";"R"
"Portugal";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Other";"0-10,000";"Python";""
"United States of America";"";"Python";"R"
"Canada";"150-200,000";"Python";""
"Italy";"40-50,000";"Python";""
"Belarus";"0-10,000";"Python";""
"Germany";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Philippines";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"United States of America";"150-200,000";"Python";"R"
"Russia";"0-10,000";"Python";""
"Australia";"30-40,000";"Python";""
"Australia";"50-60,000";"Python";""
"Argentina";"50-60,000";"Python";""
"United States of America";"0-10,000";"";"R"
"Other";"";"Python";""
"Hong Kong (S.A.R.)";"20-30,000";"Python";""
"France";"0-10,000";"Python";""
"United States of America";"125-150,000";"Python";""
"Canada";"20-30,000";"Python";""
"Australia";"70-80,000";"";"R"
"United States of America";"100-125,000";"Python";"R"
"Japan";"20-30,000";"Python";""
"Indonesia";"30-40,000";"";""
"Canada";"20-30,000";"Python";""
"Russia";"";"Python";""
"Netherlands";"50-60,000";"Python";""
"United States of America";"125-150,000";"";""
"Brazil";"30-40,000";"Python";""
"Bangladesh";"0-10,000";"";""
"Indonesia";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Israel";"90-100,000";"Python";"R"
"United States of America";"60-70,000";"";"R"
"France";"40-50,000";"Python";""
"Portugal";"10-20,000";"Python";""
"United States of America";"70-80,000";"Python";"R"
"Japan";"40-50,000";"Python";""
"United States of America";"60-70,000";"Python";"R"
"United States of America";"";"Python";""
"Other";"0-10,000";"";"R"
"Singapore";"70-80,000";"Python";""
"India";"0-10,000";"Python";""
"Egypt";"0-10,000";"Python";""
"United States of America";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Ireland";"10-20,000";"";""
"United States of America";"40-50,000";"Python";"R"
"Japan";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Japan";"I do not wish to disclose my approximate yearly compensation";"";""
"Argentina";"I do not wish to disclose my approximate yearly compensation";"";"R"
"United States of America";"100-125,000";"Python";""
"Japan";"50-60,000";"Python";""
"Canada";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Hong Kong (S.A.R.)";"500,000+";"Python";"R"
"United States of America";"70-80,000";"Python";"R"
"Japan";"60-70,000";"Python";""
"United States of America";"80-90,000";"Python";""
"Brazil";"";"";"R"
"United States of America";"90-100,000";"Python";"R"
"Mexico";"";"Python";""
"Australia";"";"Python";""
"China";"10-20,000";"Python";""
"India";"0-10,000";"Python";""
"Portugal";"";"";""
"United States of America";"50-60,000";"";""
"United States of America";"125-150,000";"Python";"R"
"United States of America";"0-10,000";"Python";""
"Brazil";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"India";"0-10,000";"";"R"
"Malaysia";"0-10,000";"Python";""
"United States of America";"I do not wish to disclose my approximate yearly compensation";"Python";""
"United States of America";"";"";"R"
"Iran, Islamic Republic of...";"20-30,000";"Python";""
"United States of America";"30-40,000";"";""
"China";"30-40,000";"Python";""
"United States of America";"0-10,000";"Python";"R"
"Japan";"40-50,000";"";"R"
"Japan";"30-40,000";"Python";""
"United States of America";"40-50,000";"Python";""
"Chile";"10-20,000";"Python";""
"Spain";"40-50,000";"Python";"R"
"China";"0-10,000";"Python";""
"Japan";"70-80,000";"Python";""
"China";"125-150,000";"Python";""
"China";"I do not wish to disclose my approximate yearly compensation";"";""
"Brazil";"0-10,000";"Python";"R"
"Japan";"50-60,000";"Python";"R"
"Japan";"60-70,000";"Python";""
"China";"";"Python";""
"Australia";"250-300,000";"Python";""
"China";"10-20,000";"Python";"R"
"Brazil";"0-10,000";"Python";""
"Peru";"I do not wish to disclose my approximate yearly compensation";"Python";""
"United States of America";"200-250,000";"";"R"
"United States of America";"70-80,000";"";"R"
"Sweden";"";"";"R"
"Australia";"60-70,000";"Python";""
"Japan";"70-80,000";"Python";""
"Australia";"90-100,000";"Python";""
"South Korea";"20-30,000";"Python";"R"
"Singapore";"40-50,000";"Python";""
"United States of America";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Netherlands";"";"";"R"
